Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
WI0098,9902,55079000900,Metropolitan,2009,"Wisconsin Business Growth Fund, Inc.","$473,886.00 ",MILWAUKEE,WI,53209,Business Financing,NRE,NO,NO
WI0101,9903,55079004800,Metropolitan,2007,"M&I New Markets Fund, LLC","$80,000.00 ",milwaukee,WI,53210,Business Financing,NRE,NO,NO
WI0102,9904,55079004700,Metropolitan,2009,"National New Markets Tax Credit Fund, Inc","$760,000.00 ",Milwaukee,WI,53216,Business Financing,RE,NO,NO
WI0103,9905,55079186800,Metropolitan,2007,Johnson Community Development Company,"$4,500,000.00 ",Milwaukee,WI,53208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0104,9906,55079009000,Metropolitan,2006,Milwaukee Economic Development Corporation,"$340,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0105,9907,55079016000,Metropolitan,2007,Milwaukee Economic Development Corporation,"$196,000.00 ",Milwaukee,WI,53215,Business Financing,NRE,NO,NO
WI0106,9908,55079004400,Metropolitan,2007,Merrill Lynch Community Development Company,"$1,412,360.00 ",Milwaukee,WI,53212,Business Financing,NRE,NO,NO
WI0106,9909,55079004400,Metropolitan,2007,Merrill Lynch Community Development Company,"$249,240.00 ",Milwaukee,WI,53212,Business Financing,NRE,NO,NO
WI0107,9910,55079004700,Metropolitan,2009,Milwaukee Economic Development Corporation,"$220,000.00 ",Milwaukee,WI,53216,Business Financing,NRE,NO,NO
WI0108,9911,55079004400,Metropolitan,2007,"M&I New Markets Fund, LLC","$1,271,790.00 ",milwaukee,WI,53212,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0109,9913,55079186800,Metropolitan,2008,Chase New Markets Corporation,"$11,050,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,YES,NO
WI0109,9912,55079186800,Metropolitan,2008,Chase Community Development Corporation,"$8,950,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,YES,NO
WI0110,9914,55079186800,Metropolitan,2006,Milwaukee Economic Development Corporation,"$600,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0112,9915,55079013300,Metropolitan,2010,Milwaukee Economic Development Corporation,"$500,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0113,9916,55079004400,Metropolitan,2007,"M&I New Markets Fund, LLC","$1,572,000.00 ",milwaukee,WI,53212,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0114,9917,55079004400,Metropolitan,2005,Johnson Community Development Company,"$3,700,000.00 ",Milwaukee,WI,53212,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0115,9918,55079008900,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,718,877.00 ",Milwaukee,WI,53210,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0115,9919,55079008900,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$764,023.00 ",Milwaukee,WI,53209,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0117,9920,55079006000,Metropolitan,2006,Milwaukee Economic Development Corporation,"$156,000.00 ",Milwaukee,WI,53210,Business Financing,NRE,NO,NO
WI0118,9921,55079002400,Metropolitan,2008,"M&I New Markets Fund, LLC","$150,565.00 ",milwaukee,WI,53209,Business Financing,NRE,NO,NO
WI0119,9922,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,000,000.00 ",Milwaukee,WI,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0119,9923,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$7,500,000.00 ",Milwaukee,WI,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0119,9924,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,329,886.50 ",Milwaukee,WI,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0119,9925,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$7,500,000.00 ",Milwaukee,WI,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0119,9926,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,329,886.50 ",Milwaukee,WI,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0120,9927,55079980000,Metropolitan,2009,"First-Ring Industrial Redevelopment Enterprise, Inc.","$6,442,200.00 ",Milwaukee,WI,53202,Business Financing,NRE,NO,NO
WI0120,9928,55079980000,Metropolitan,2009,"First-Ring Industrial Redevelopment Enterprise, Inc.","$2,377,800.00 ",Milwaukee,WI,53202,Business Financing,NRE,NO,NO
WI0121,9929,55079980000,Metropolitan,2010,Milwaukee Economic Development Corporation,"$13,350,000.00 ",Milwaukee,WI,53202,Business Financing,NRE,NO,NO
WI0123,9930,55079187400,Metropolitan,2007,Johnson Community Development Company,"$5,300,000.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9932,55079187400,Metropolitan,2008,"Wisconsin Community Development Legacy Fund, Inc.","$6,580,386.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9933,55079187400,Metropolitan,2008,"Wisconsin Community Development Legacy Fund, Inc.","$3,200,000.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9934,55079187400,Metropolitan,2008,"Wisconsin Community Development Legacy Fund, Inc.","$1,785,111.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9931,55079187400,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$2,856,095.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9935,55079187400,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$1,001,500.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9936,55079187400,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$3,998,500.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0123,9937,55079187400,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$1,328,308.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0124,9938,55079185600,Metropolitan,2006,Milwaukee Economic Development Corporation,"$348,400.00 ",Milwaukee,WI,53212,Business Financing,NRE,NO,NO
WI0125,9939,55079009200,Metropolitan,2008,"M&I New Markets Fund, LLC","$90,301.00 ",milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0126,9940,55079002400,Metropolitan,2006,Milwaukee Economic Development Corporation,"$720,000.00 ",Milwaukee,WI,53209,Business Financing,NRE,NO,NO
WI0127,9941,55079002500,Metropolitan,2008,Merrill Lynch Community Development Company,"$71,400.00 ",Milwaukee,WI,53209,Business Financing,NRE,NO,NO
WI0127,9942,55079002500,Metropolitan,2008,Merrill Lynch Community Development Company,"$404,600.00 ",Milwaukee,WI,53209,Business Financing,NRE,NO,NO
WI0128,9943,55079014100,Metropolitan,2007,"M&I New Markets Fund, LLC","$800,000.00 ",milwaukee,WI,53212,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0129,9944,55079003600,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$2,181,000.00 ",Milwaukee,WI,53216,Other Financing Purpose,NRE,NO,NO
WI0129,9945,55079003600,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$444,000.00 ",Milwaukee,WI,53216,Other Financing Purpose,NRE,NO,NO
WI0130,9946,55079014900,Metropolitan,2006,Milwaukee Economic Development Corporation,"$174,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0131,9947,55079003600,Metropolitan,2007,Milwaukee Economic Development Corporation,"$300,000.00 ",Milwaukee,WI,53216,Business Financing,NRE,NO,NO
WI0132,9948,55079186500,Metropolitan,2008,Johnson Community Development Company,"$3,500,000.00 ",Milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0132,9949,55079186500,Metropolitan,2008,Milwaukee Economic Development Corporation,"$500,000.00 ",Milwaukee,WI,53204,Business Financing,NRE,YES,NO
WI0133,9950,55079003600,Metropolitan,2006,"Stonehenge Community Development, LLC","$1,783,809.00 ",Milwaukee,WI,53216,Business Financing,NRE,NO,NO
WI0133,9951,55079003600,Metropolitan,2006,"Stonehenge Community Development, LLC","$541,721.00 ",Milwaukee,WI,53216,Business Financing,NRE,NO,NO
WI0134,9952,55079001300,Metropolitan,2006,Milwaukee Economic Development Corporation,"$400,000.00 ",Milwaukee,WI,53218,Business Financing,NRE,NO,NO
WI0135,9953,55079186500,Metropolitan,2008,"M&I New Markets Fund, LLC","$133,874.00 ",milwaukee,WI,53204,Business Financing,NRE,NO,NO
WI0136,9954,55079186500,Metropolitan,2007,Milwaukee Economic Development Corporation,"$232,000.00 ",Milwaukee,WI,53208,Business Financing,NRE,NO,NO
WI0137,9955,55079001300,Metropolitan,2006,Milwaukee Economic Development Corporation,"$250,000.00 ",Milwaukee,WI,53218,Business Financing,NRE,NO,NO
WI0138,9956,55079000102,Metropolitan,2006,Milwaukee Economic Development Corporation,"$260,000.00 ",Milwaukee,WI,53223,Business Financing,NRE,NO,NO
WI0139,9957,55079186500,Metropolitan,2006,Milwaukee Economic Development Corporation,"$340,000.00 ",Milwaukee,WI,53204,Business Financing,NRE,NO,NO
WI0140,9958,55079014400,Metropolitan,2007,"M&I New Markets Fund, LLC","$2,500,000.00 ",milwaukee,WI,53202,Business Financing,CDE,NO,NO
WI0141,9959,55079186500,Metropolitan,2007,"M&I New Markets Fund, LLC","$450,000.00 ",milwaukee,WI,53204,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0142,9960,55079186500,Metropolitan,2007,Milwaukee Economic Development Corporation,"$247,000.00 ",Milwaukee,WI,53204,Business Financing,NRE,NO,NO
WI0143,9961,55079001500,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$2,725,000.00 ",Milwaukee,WI,53218,Other Financing Purpose,NRE,NO,NO
WI0143,9962,55079001500,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$575,000.00 ",Milwaukee,WI,53218,Other Financing Purpose,NRE,NO,NO
WI0144,9963,55079000102,Metropolitan,2009,"National New Markets Tax Credit Fund, Inc","$230,000.00 ",Milwaukee,WI,53223,Business Financing,NRE,NO,NO
WI0145,9964,55079000102,Metropolitan,2006,Milwaukee Economic Development Corporation,"$590,000.00 ",Milwaukee,WI,53224,Business Financing,NRE,NO,NO
WI0146,9965,55079014100,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$8,000,000.00 ",Milwaukee,WI,53233,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WI0146,9966,55079014100,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$2,000,000.00 ",Milwaukee,WI,53233,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WI0146,9967,55079014100,Metropolitan,2009,"First-Ring Industrial Redevelopment Enterprise, Inc.","$3,579,000.00 ",Milwaukee,WI,53233,Business Financing,RE,YES,NO
WI0146,9968,55079014100,Metropolitan,2009,"First-Ring Industrial Redevelopment Enterprise, Inc.","$1,321,000.00 ",Milwaukee,WI,53233,Business Financing,RE,YES,NO
WI0147,9969,55079016400,Metropolitan,2006,Milwaukee Economic Development Corporation,"$2,200,000.00 ",Milwaukee,WI,53204,Business Financing,NRE,NO,NO
WI0148,9970,55079007900,Metropolitan,2009,"M&I New Markets Fund, LLC","$1,000,000.00 ",milwaukee,WI,53212,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0149,9971,55079000201,Metropolitan,2007,Milwaukee Economic Development Corporation,"$340,000.00 ",Milwaukee,WI,53224,Business Financing,NRE,NO,NO
WI0149,9972,55079000201,Metropolitan,2007,Milwaukee Economic Development Corporation,"$332,000.00 ",Milwaukee,WI,53224,Business Financing,NRE,NO,NO
WI0150,9973,55083101200,Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$7,427,623.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9974,55083101200,Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$2,372,377.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9975,55083101200,Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$14,855,237.00 ",Oconto Falls,WI,54154,Business Financing,RE,YES,NO
WI0150,9976,55083101200,Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$4,744,763.00 ",Oconto Falls,WI,54154,Business Financing,RE,YES,NO
WI0150,9977,55083101200,Metropolitan,2010,"USBCDE, LLC","$4,602,840.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9978,55083101200,Metropolitan,2010,"USBCDE, LLC","$1,535,160.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9979,55083101200,Metropolitan,2010,Cinnaire New Markets LLC,"$3,202,473.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9980,55083101200,Metropolitan,2010,Cinnaire New Markets LLC,"$871,527.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9981,55083101200,Metropolitan,2010,"Greenline Community Development Fund, LLC","$21,970,150.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9982,55083101200,Metropolitan,2010,"Greenline Community Development Fund, LLC","$5,000,000.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9983,55083101200,Metropolitan,2010,"National New Markets Fund, LLC","$11,437,402.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9984,55083101200,Metropolitan,2010,"National New Markets Fund, LLC","$3,112,598.00 ",Oconto Falls,WI,54154,Business Financing,NRE,YES,NO
WI0150,9985,55083101200,Metropolitan,2010,"National Community Fund I, LLC","$3,090,174.00 ",Oconto Falls,WI,54514,Business Financing,NRE,YES,NO
WI0150,9986,55083101200,Metropolitan,2010,"National Community Fund I, LLC","$829,826.00 ",Oconto Falls,WI,54514,Business Financing,NRE,YES,NO
WI0150,9987,55083101200,Metropolitan,2010,"National Community Fund I, LLC","$4,635,261.00 ",Oconto Falls,WI,54514,Business Financing,NRE,YES,NO
WI0150,9988,55083101200,Metropolitan,2010,"National Community Fund I, LLC","$1,244,739.00 ",Oconto Falls,WI,54514,Business Financing,NRE,YES,NO
WI0156,9989,55097961100,Non-Metropolitan,2009,"M&I New Markets Fund, LLC","$370,129.00 ",plover,WI,54467,Business Financing,NRE,NO,NO
WI0157,9990,55101001001,Metropolitan,2008,"First-Ring Industrial Redevelopment Enterprise, Inc.","$4,300,000.00 ",Racine,WI,53406,Business Financing,NRE,NO,NO
WI0157,9991,55101001001,Metropolitan,2008,"First-Ring Industrial Redevelopment Enterprise, Inc.","$2,043,750.00 ",Racine,WI,53406,Business Financing,NRE,NO,NO
WI0157,9992,55101001001,Metropolitan,2008,"First-Ring Industrial Redevelopment Enterprise, Inc.","$1,006,250.00 ",Racine,WI,53406,Business Financing,NRE,NO,NO
WI0158,9993,55085971400,Non-Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$214,558.00 ",RHINDELANDER,WI,54501,Business Financing,NRE,NO,NO
WI0158,9994,55085971400,Non-Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$58,461.00 ",RHINDELANDER,WI,54501,Business Financing,NRE,NO,NO
WI0158,9995,55085971400,Non-Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$219,040.00 ",RHINDELANDER,WI,54501,Business Financing,NRE,NO,NO
WI0158,9996,55085971400,Non-Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$90,956.00 ",RHINDELANDER,WI,54501,Business Financing,NRE,NO,NO
WI0159,9997,55103970400,Non-Metropolitan,2010,"Coastal Enterprises, Inc.","$14,622,000.00 ",Richland Center,WI,53581,Business Financing,NRE,YES,NO
WI0159,9998,55103970400,Non-Metropolitan,2010,"Coastal Enterprises, Inc.","$5,378,000.00 ",Richland Center,WI,53581,Business Financing,NRE,YES,NO
WI0159,9999,55103970400,Non-Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$5,222,500.00 ",Richland Center,WI,53581,Business Financing,NRE,YES,NO
WI0159,10000,55103970400,Non-Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$19,277,500.00 ",Richland Center,WI,53581,Business Financing,NRE,YES,NO
WI0161,10001,55097961000,Non-Metropolitan,2007,"M&I New Markets Fund, LLC","$150,000.00 ",stevens point,WI,54481,Business Financing,NRE,NO,NO
WI0162,10002,55097960500,Non-Metropolitan,2007,"M&I New Markets Fund, LLC","$1,000,000.00 ",stevens point,WI,54481,Business Financing,CDE,NO,NO
WI0163,10003,55031020300,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,579,783.00 ",Superior,WI,54880,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0163,10004,55031020300,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$704,577.00 ",Superior,WI,54880,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0164,10005,55031021100,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$5,527,500.00 ",Superior,WI,54880,Business Financing,NRE,NO,NO
WI0164,10006,55031021100,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$1,972,500.00 ",Superior,WI,54880,Business Financing,NRE,NO,NO
WI0165,10007,55103970100,Non-Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$10,595,000.00 ",Viloa,WI,54664,Business Financing,NRE,NO,NO
WI0165,10008,55103970100,Non-Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$3,405,000.00 ",Viloa,WI,54664,Business Financing,NRE,NO,NO
WI0167,10009,55073000500,Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$2,774,101.00 ",WAUSAU,WI,54401,Business Financing,NRE,NO,NO
WI0167,10010,55073000500,Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$755,860.00 ",WAUSAU,WI,54401,Business Financing,NRE,NO,NO
WI0167,10011,55073000500,Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$349,548.00 ",WAUSAU,WI,54401,Business Financing,NRE,NO,NO
WI0167,10012,55073000500,Metropolitan,2010,"Wisconsin Business Growth Fund, Inc.","$95,241.00 ",WAUSAU,WI,54401,Business Financing,NRE,NO,NO
WI0168,10013,55137960800,Non-Metropolitan,2007,"M&I New Markets Fund, LLC","$58,989.00 ",wautoma,WI,54982,Business Financing,NRE,NO,NO
WI0169,10014,55079185300,Metropolitan,2004,Johnson Community Development Company,"$4,500,000.00 ",Wauwatosa,WI,53226,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0170,10015,55079100200,Metropolitan,2004,Local Initiatives Support Corporation,"$629,111.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10016,55079100200,Metropolitan,2004,Local Initiatives Support Corporation,"$2,000,000.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10017,55079100200,Metropolitan,2004,Local Initiatives Support Corporation,"$2,725,000.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10018,55079100200,Metropolitan,2004,Local Initiatives Support Corporation,"$1,717,989.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10019,55079100200,Metropolitan,2004,"Impact Seven, Inc.","$3,212,338.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10020,55079100200,Metropolitan,2004,"Impact Seven, Inc.","$1,058,112.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10021,55079100200,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$3,549,015.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0170,10022,55079100200,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$1,076,485.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0172,10023,55079100200,Metropolitan,2010,"First-Ring Industrial Redevelopment Enterprise, Inc.","$5,400,000.00 ",West Allis,WI,53214,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0172,10024,55079100200,Metropolitan,2010,"First-Ring Industrial Redevelopment Enterprise, Inc.","$1,846,550.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0172,10025,55079100200,Metropolitan,2010,"First-Ring Industrial Redevelopment Enterprise, Inc.","$1,083,450.00 ",West Allis,WI,53214,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0173,10026,55079110100,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$6,070,575.00 ",West Milwaukee,WI,53219,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0173,10027,55079110100,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,006,664.00 ",West Milwaukee,WI,53219,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0174,10028,55141011300,Non-Metropolitan,2008,"M&I New Markets Fund, LLC","$30,000.00 ",wisconsin rapids,WI,54494,Business Financing,NRE,NO,NO
WI0176,10029,55035001200,Metropolitan,2011,"M&I New Markets Fund, LLC","$1,200,000.00 ",Eau Claire,WI,54703,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0176,10030,55035001200,Metropolitan,2011,"M&I New Markets Fund, LLC","$2,400,000.00 ",Eau Claire,WI,54703,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0177,10031,55025000600,Metropolitan,2011,Johnson Community Development Company,"$20,254,300.00 ",Fitchburg,WI,53719,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0177,10032,55025000600,Metropolitan,2011,Johnson Community Development Company,"$7,745,700.00 ",Fitchburg,WI,53719,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0178,10033,55009001000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$4,200,000.00 ",Green Bay,WI,54301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0178,10034,55009001000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$2,300,000.00 ",Green Bay,WI,54301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0178,10035,55009001000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$3,500,000.00 ",Green Bay,WI,54301,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0179,10036,55025001705,Metropolitan,2011,Johnson Community Development Company,"$1,126,131.00 ",Madison,WI,53703,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0179,10037,55025001705,Metropolitan,2011,Johnson Community Development Company,"$4,873,869.00 ",Madison,WI,53703,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0180,10038,55025001704,Metropolitan,2011,Johnson Community Development Company,"$1,300,000.00 ",Madison,WI,53703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0181,10039,55025001606,Metropolitan,2011,"Wisconsin Brownfield and Economic Development Fund, LLC","$2,640,000.00 ",Madison,WI,53715,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0181,10040,55025001606,Metropolitan,2011,"Wisconsin Brownfield and Economic Development Fund, LLC","$995,000.00 ",Madison,WI,53715,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0181,10041,55025001606,Metropolitan,2011,"Wisconsin Brownfield and Economic Development Fund, LLC","$1,365,000.00 ",Madison,WI,53715,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0182,10042,55079000201,Metropolitan,2011,Milwaukee Economic Development Corporation,"$750,000.00 ",Milwaukee,WI,53224,Business Financing,NRE,NO,NO
WI0182,10043,55079000201,Metropolitan,2011,Milwaukee Economic Development Corporation,"$800,000.00 ",Milwaukee,WI,53224,Business Financing,NRE,NO,NO
WI0183,10044,55079015800,Metropolitan,2012,"Wisconsin Business Growth Fund, Inc.","$2,565,650.00 ",MILWAUKEE,WI,53204,Business Financing,NRE,NO,NO
WI0183,10045,55079015800,Metropolitan,2012,"Wisconsin Business Growth Fund, Inc.","$1,962,669.00 ",MILWAUKEE,WI,53204,Business Financing,NRE,NO,NO
WI0183,10046,55079015800,Metropolitan,2012,"Wisconsin Business Growth Fund, Inc.","$1,513,592.00 ",MILWAUKEE,WI,53204,Business Financing,NRE,NO,NO
WI0184,10047,55079980000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$4,266,805.00 ",Milwaukee,WI,53202,Business Financing,NRE,YES,NO
WI0184,10048,55079980000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$3,060,000.00 ",Milwaukee,WI,53202,Business Financing,NRE,YES,NO
WI0184,10049,55079980000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$12,673,195.00 ",Milwaukee,WI,53202,Business Financing,NRE,YES,NO
WI0184,10050,55079980000,Metropolitan,2011,"First-Ring Industrial Redevelopment Enterprise, Inc.","$12,598,467.00 ",Milwaukee,WI,53202,Business Financing,NRE,YES,NO
WI0184,10051,55079980000,Metropolitan,2011,"First-Ring Industrial Redevelopment Enterprise, Inc.","$2,101,533.00 ",Milwaukee,WI,53202,Business Financing,NRE,YES,NO
WI0185,10052,55079010600,Metropolitan,2011,"Wisconsin Business Growth Fund, Inc.","$8,677,200.00 ",MILWAUKEE,WI,53212,Business Financing,NRE,NO,NO
WI0185,10053,55079010600,Metropolitan,2011,"Wisconsin Business Growth Fund, Inc.","$2,962,800.00 ",MILWAUKEE,WI,53212,Business Financing,NRE,NO,NO
WI0186,10054,55079017900,Metropolitan,2011,Chase New Markets Corporation,"$4,500,000.00 ",Milwaukee,WI,53207,Business Financing,NRE,NO,NO
WI0187,10055,55079018000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$9,100,000.00 ",Milwaukee,WI,53207,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
WI0187,10056,55079018000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$680,000.00 ",Milwaukee,WI,53207,Real Estate – Rehabilitation–Housing - Multi Family,RE,NO,NO
WI0187,10057,55079018000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$2,722,000.00 ",Milwaukee,WI,53207,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
WI0187,10058,55079018000,Metropolitan,2011,"Wisconsin Community Development Legacy Fund, Inc.","$474,896.00 ",Milwaukee,WI,53207,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
