DATA_ID,NAME,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,RATING,REVIEWS,PRICE_HIGH,PRICE_LOW,ADDRESS,STREET,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,TELEPHONE,WEBSITE,RESERVATIONS,DELIVERY,TAKEOUT,ACCEPTS_CREDIT,ACCEPTS_APPLE_PAY,ACCEPTS_ANDROID_PAY,ACCEPTS_BITCOIN,GOOD_FOR,PARKING,BIKE_PARKING,WHEELCHAIR_ACCESSIBLE,GOOD_FOR_KIDS,GOOD_FOR_GROUPS,ATTIRE,AMBIENCE,NOISE_LEVEL,ALCOHOL,OUTDOOR_SEATING,WIFI,HAS_TV,WAITER_SERVICE,CATERS,COAT_CHECK,DOGS_ALLOWED,HAS_POOL_TABLE,GOOD_FOR_DANCING,HAPPY_HOUR,BEST_NIGHTS,SMOKING,GOOD_FOR_WORKING,GENDER_NEUTRAL_RESTROOM,MUSIC,MILITARY_DISCOUNT,DRIVE_THRU,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,RATING_5,RATING_4,RATING_3,RATING_2,RATING_1
846,WILLIAMS RESTAURANT,Restaurant,Restaurants,,,5,2,,,"Taft Rd, East Syracuse, NY 13057",Taft Rd,East Syracuse,NY,13057,43.128389,-76.046341,13156567128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
847,Sharon's Restaurant,Restaurant,Southern,,,4,1,,,"820 Danforth St, Syracuse, NY 13208",820 Danforth St,Syracuse,NY,13208,43.0710988,-76.1538472,13154224411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0
848,Happy Wok,Restaurant,Chinese,,,4.5,2,10,0,"89 Hulbert St, Minoa, NY 13116",89 Hulbert St,Minoa,NY,13116,43.0707725,-76.0006136,13156562228,,Yes,No,Yes,Yes,,,,,,Yes,,Yes,No,Casual,,Quiet,No,No,Free,No,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,8:00 PM,11:00 AM,10:00 PM,11:00 AM,8:00 PM,11:00 AM,10:30 PM,11:00 AM,10:30 PM,12:00 PM,10:00 PM,1,1,0,0,0
849,Tian Tian Buffetllc,Restaurant,Chinese,,,,0,,,"2803 Brewerton Rd, Mattydale, NY 13211",2803 Brewerton Rd,Mattydale,NY,13211,43.10635,-76.14848,13154548868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
850,Tabatha's Family Tree,Restaurant,Italian,American (Traditional),,4.5,6,30,11,"3160 Cold Springs Rd, Baldwinsville, NY 13027",3160 Cold Springs Rd,Baldwinsville,NY,13027,43.1474231,-76.2912156,13156380315,tabathasfamilytree.com,Yes,No,Yes,Yes,,,,,,,,Yes,Yes,Casual,,Average,Beer & Wine Only,No,Free,No,Yes,Yes,,,,,,,,,,,,,,,4:00 PM,8:30 PM,4:00 PM,8:30 PM,4:00 PM,8:30 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,11:30 AM,7:00 PM,3,3,0,0,0
852,Frank's Plank Road Cafe,Restaurant,Restaurants,,,3.25,8,30,11,"8350 Brewerton Rd, Cicero, NY 13039",8350 Brewerton Rd,Cicero,NY,13039,43.174934,-76.1184656,13156999119,,,No,,Yes,,,,,Private Lot,,,Yes,Yes,Casual,,Loud,Full Bar,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,1,0
853,Gino's Original Cheesesteaks,Restaurant,Cheesesteaks,,,2.818181818,11,10,0,"458 S Main St, North Syracuse, NY 13212",458 S Main St,North Syracuse,NY,13212,43.1271169,-76.1361558,13154580713,,No,No,Yes,Yes,,,,,Private Lot,Yes,,Yes,No,Casual,,Average,No,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,4
855,Greg's Pizzeria,Restaurant,Pizza,Sandwiches,Burgers,4.666666667,3,10,0,"2201 Milton Ave, Solvay, NY 13209",2201 Milton Ave,Solvay,NY,13209,43.0620424,-76.216857,13154885400,gregspizzeria.com,No,Yes,Yes,Yes,,,,,,,,Yes,Yes,Casual,,,,,Free,No,,,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,11:00 PM,11:00 AM,10:00 PM,3:00 PM,8:30 PM,2,1,0,0,0
857,Borio's Restaurant,Restaurant,American (Traditional),Venues & Event Spaces,,4,26,30,11,"8891 McDonnells Pkwy, Cicero, NY 13039",8891 McDonnells Pkwy,Cicero,NY,13039,43.2019435,-76.0474343,13156992249,borios.biz,Yes,No,Yes,Yes,,,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,5:00 PM,11:00 PM,10:30 AM,9:00 PM,13,7,2,1,3
858,Uriah's,Restaurant,Pubs,American (Traditional),Music Venues,3.111111111,9,30,11,"7990 Oswego Rd, Liverpool, NY 13090",7990 Oswego Rd,Liverpool,NY,13090,43.15821894,-76.22838825,13156222250,,Yes,No,,Yes,,,,,,Yes,,Yes,Yes,Casual,,Quiet,Full Bar,Yes,,Yes,Yes,,,,Yes,Yes,,,,,,,,,4:00 PM,12:00 AM,4:00 PM,12:00 AM,4:00 PM,12:00 AM,4:00 PM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,1,4,1,1,2
859,SPLIT ROCK CAFE,Restaurant,Cafes,,,,0,,,"4221 Fay Rd, Syracuse, NY 13219",4221 Fay Rd,Syracuse,NY,13219,43.027065,-76.220895,13154870647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
860,Sheraton Inn Syracuse,Restaurant,Restaurants,,,,0,,,"7th \u0026 Electron N, Liverpool, NY 13088",7th \u0026 Electron N,Liverpool,NY,13088,43.106456,-76.2177046,13154571122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
861,McDonald's,Restaurant,Fast Food,Burgers,,3,1,10,0,"6105 S Salina St, Syracuse, NY 13205",6105 S Salina St,Syracuse,NY,13205,42.982938,-76.1423499,13154698246,mcdonalds.com,No,,Yes,Yes,,,,,,,,Yes,No,Casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0
862,China Wong,Restaurant,Chinese,,,4.133333333,15,30,11,"7608 Oswego Rd\nSte 17, Liverpool, NY 13090",7608 Oswego Rd\nSte 17,Liverpool,NY,13090,43.1391784,-76.2258953,13156224567,,No,,Yes,Yes,,,,,Private Lot,,Yes,Yes,Yes,Casual,,,,,,,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,12:00 PM,10:00 PM,6,6,2,1,0
863,Poppi's Pizzeria,Restaurant,Pizza,Chicken Wings,Salad,4.875,8,,,"1349 Cold Springs Rd, Liverpool, NY 13090",1349 Cold Springs Rd,Liverpool,NY,13090,43.121944,-76.236348,13154573334,poppispizzeria.com,,Yes,Yes,Yes,,,,,Private Lot,,,Yes,No,,,,,,Free,,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,12:00 PM,9:00 PM,7,1,0,0,0
866,Uno Pizzeria & Grill,Restaurant,Gluten-Free,American (Traditional),Pizza,2.818181818,11,30,11,"520 Towne Drive, Fayetteville, NY 13066",520 Towne Drive,Fayetteville,NY,13066,43.036901,-76.017351,13156378667,Unos.com,Yes,No,Yes,Yes,,,,Lunch,,No,,Yes,Yes,Casual,,Average,Full Bar,No,Free,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,11:00 PM,0,3,5,1,2
867,Today's Special,Restaurant,Delis,Soup,Sandwiches,5,1,,,"State Tower Bldg, Downtown, NY 13202",State Tower Bldg,Downtown,NY,13202,43.04466,-76.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
868,Bart-Rich Enterprises Inc 13057,Restaurant,Restaurants,,,,0,,,"1 Technology Pl, East Syracuse, NY 13057",1 Technology Pl,East Syracuse,NY,13057,43.087389,-76.0577349,13154637181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
869,The Ugly Duckling,Restaurant,Bars,American (Traditional),,3.5,6,,,"309 E Seneca St, Manlius, NY 13104",309 E Seneca St,Manlius,NY,13104,43.002203,-75.9762156,13156825925,,No,No,No,Yes,,,No,,Private Lot,Yes,Yes,No,,,,,Full Bar,No,Free,Yes,No,No,No,No,,No,Yes,,Outdoor Area / Patio Only,,,,,,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,12:00 PM,2:00 AM,1,3,1,0,1
870,Raymondo's Pizza,Restaurant,Food Delivery Services,Pizza,Italian,,0,,,"7607 Oswego Rd, Liverpool, NY 13090",7607 Oswego Rd,Liverpool,NY,13090,43.1388977,-76.2275649,13157146400,raymondospizza.com,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:00 PM,10:00 PM,2:00 PM,10:00 PM,2:00 PM,10:00 PM,2:00 PM,11:00 PM,2:00 PM,11:00 PM,2:00 PM,10:00 PM,0,0,0,0,0
872,Godfather Pizza,Restaurant,Pizza,,,,0,,,"4803 W Taft Rd, Liverpool, NY 13088",4803 W Taft Rd,Liverpool,NY,13088,43.1192678,-76.1848623,13154537345,godfathers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
873,Nice N Easy Grocery Shoppe,Restaurant,Convenience Stores,Gas & Service Stations,Pizza,,0,10,0,"535 E Genesee St, Fayetteville, NY 13066",535 E Genesee St,Fayetteville,NY,13066,43.0308722,-76.0009342,13156374773,niceneasy.com,,,Yes,Yes,Yes,Yes,,,Private Lot,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
876,Wrap It Up West,Restaurant,Cafes,Coffee & Tea,Sandwiches,5,1,10,0,"Medical Ctr W\n5700 W Genesee St, Camillus, NY 13031",Medical Ctr W\n5700 W Genesee St,Camillus,NY,13031,43.0407252,-76.2944248,,,No,,Yes,,,,,,,,,No,No,Casual,,Average,No,No,,No,No,,,,,,,,,Yes,,,,,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,,,,,1,0,0,0,0
877,Cam's Pizzeria,Restaurant,Pizza,Salad,Italian,3.916666667,12,30,11,"112 Kasson Rd, Camillus, NY 13031",112 Kasson Rd,Camillus,NY,13031,43.039344,-76.275035,13154872261,camspizzeria.com,No,Yes,Yes,Yes,,,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,Free,Yes,No,Yes,,No,,,,,,,,,,,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,11:00 AM,10:00 PM,4,3,5,0,0
878,Bart-Rich Enterprises,Restaurant,Restaurants,,,,0,,,"104 Elwood Davis Rd, North Syracuse, NY 13212",104 Elwood Davis Rd,North Syracuse,NY,13212,43.0936955,-76.1732377,13154578197,burgerking.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
879,600 Erie Cafe,Restaurant,Cafes,,,,0,,,"600 Erie Pl, Syracuse, NY 13210",600 Erie Pl,Syracuse,NY,13210,43.0507389,-76.1438311,13154222092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
880,Twin Trees Cicero,Restaurant,American (New),,,3,4,,,"6259 Rt 31, Cicero, NY 13039",6259 Rt 31,Cicero,NY,13039,43.17783375,-76.08806956,13156996422,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1
881,Sicilian Tradizione,Restaurant,Italian,,,,0,30,11,"209 Oswego St, Liverpool, NY 13088",209 Oswego St,Liverpool,NY,13088,43.1004841,-76.201083,13153788066,,Yes,Yes,Yes,No,,,,,,Yes,Yes,Yes,Yes,Casual,,,Full Bar,Yes,Free,Yes,Yes,,,,,,,,,,,,,,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,11:00 PM,4:00 AM,11:00 PM,,,0,0,0,0,0
882,Shamrocks,Restaurant,Restaurants,,,,0,,,"109 E Taft Rd, Syracuse, NY 13212",109 E Taft Rd,Syracuse,NY,13212,43.1228173,-76.1407908,13152186615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
883,Electronics Park,Restaurant,Delis,,,,0,,,"497 Electronics Pkwy, Liverpool, NY 13088",497 Electronics Pkwy,Liverpool,NY,13088,43.107265,-76.184392,13154517014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
884,The Stir Mobile Eatery,Restaurant,Food Trucks,American (New),,4.75,4,30,11,"117 E Seneca St, Manlius, NY 13104",117 E Seneca St,Manlius,NY,13104,43.00155175,-75.97865571,13154817124,stirmobilefood.com,,No,Yes,Yes,No,,No,,Private Lot,Yes,Yes,,,,,,No,,,,,Yes,,,,,,,,,,,,,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,,,,,3,1,0,0,0
885,Gino & Joe's Pizza,Restaurant,Pizza,,,4.066666667,15,10,0,"4160 State Rte 31, Clay, NY 13041",4160 State Rte 31,Clay,NY,13041,43.1851133,-76.2276333,13156525596,ginoandjoes-pizza.com,No,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,Casual,,,,No,Free,Yes,,,,,,,,,,,,,,,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,10:00 PM,10,1,0,3,1
886,Redwood Diner,Restaurant,Diners,Breakfast & Brunch,,3.6,5,10,0,"121 E Manlius St, East Syracuse, NY 13057",121 E Manlius St,East Syracuse,NY,13057,43.064278,-76.070021,,,No,No,Yes,Yes,,,,Breakfast,,,,Yes,No,Casual,,Loud,No,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0
887,Panda Express,Restaurant,Chinese,Fast Food,,2.823529412,17,10,0,"7944 Brewerton Rd, Cicero, NY 13039",7944 Brewerton Rd,Cicero,NY,13039,43.1539688,-76.123398,13156997380,pandaexpress.com,No,No,Yes,Yes,No,,,,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,No,Yes,,,,,,,,,,,,Yes,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,10:30 AM,9:30 PM,10:30 AM,9:30 PM,11:00 AM,9:00 PM,3,3,4,2,5
889,Wendy's,Restaurant,Burgers,Fast Food,,4.5,2,10,0,"5309 W Genesee St, Camillus, NY 13031",5309 W Genesee St,Camillus,NY,13031,43.03987387,-76.27165486,13152951962,wendys.com,No,No,Yes,Yes,,,,,,No,,Yes,Yes,Casual,,Average,,Yes,,Yes,,,,,,,,,,,,,,Yes,10:30 AM,12:00 AM,10:30 AM,12:00 AM,10:30 AM,12:00 AM,10:30 AM,12:00 AM,10:30 AM,12:00 AM,10:30 AM,12:00 AM,10:30 AM,12:00 AM,1,1,0,0,0
890,Crossroads Tavern,Restaurant,Bars,American (Traditional),,2,1,,,"7119 Minoa Bridgeport Rd., East Syracuse, NY 13057",7119 Minoa Bridgeport Rd.,East Syracuse,NY,13057,43.11553854,-76.00379717,13156567665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,12:00 PM,2:00 AM,0,0,0,1,0
891,Shanghai Garden Chinese Restaurant,Restaurant,Chinese,,,2.714285714,7,10,0,"112 Kasson Rd, Camillus, NY 13031",112 Kasson Rd,Camillus,NY,13031,43.039344,-76.275035,13154681717,,No,No,Yes,Yes,,,,,,,Yes,Yes,No,Casual,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,3
892,The Breakfast Depot,Restaurant,Diners,,,,0,,,"210 Oswego St, Liverpool, NY 13088",210 Oswego St,Liverpool,NY,13088,43.1011618,-76.2009553,13154515113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
893,Panera Bread,Restaurant,Soup,Sandwiches,Salad,3.3,10,30,11,"5663 E Circle Dr, Cicero, NY 13039",5663 E Circle Dr,Cicero,NY,13039,43.14940989,-76.12322755,13154589436,panerabread.com,No,No,Yes,Yes,,,,Brunch,,No,,Yes,Yes,Casual,,Average,No,Yes,Free,No,Yes,No,,,,,,,,,,,,,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,7:00 AM,9:00 PM,1,4,3,1,1
894,Tino S Pizza Express,Restaurant,Pizza,,,,0,,,"500 Old Liverpool Rd, Liverpool, NY 13088",500 Old Liverpool Rd,Liverpool,NY,13088,43.0880661,-76.1879674,13154537777,tinospizza.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
895,Collamer Stop & Shop,Restaurant,Delis,Convenience Stores,,5,1,30,11,"6542 Collamer Rd, East Syracuse, NY 13057",6542 Collamer Rd,East Syracuse,NY,13057,43.102555,-76.068787,13154634117,stopandshop.com,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
896,The Beginning II,Restaurant,Sports Bars,Chicken Wings,Music Venues,3.333333333,3,10,0,"6897 Manlius Center Rd, East Syracuse, NY 13057",6897 Manlius Center Rd,East Syracuse,NY,13057,43.062907,-76.040492,13154635080,thebeginningii.com,No,No,Yes,Yes,,,,,,Yes,,No,Yes,Casual,,,Full Bar,Yes,Free,Yes,,,,,Yes,No,Yes,,,,,,,,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,1,1,0,0,1
897,Pronto's Pizza Office,Restaurant,Restaurants,,,,0,,,"302 N Main St, Syracuse, NY 13212",302 N Main St,Syracuse,NY,13212,43.138629,-76.127956,13154101753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
899,Diva Jamaican Restaurant,Restaurant,Restaurants,,,,0,,,"4467 E Genesee St Ste 1, Syracuse, NY 13214",4467 E Genesee St Ste 1,Syracuse,NY,13214,43.0350625,-76.0662041,13153730293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
900,Trapper's Pizza Pub,Restaurant,Pizza,,,3.142857143,14,30,11,"5950 Butternut Dr, East Syracuse, NY 13057",5950 Butternut Dr,East Syracuse,NY,13057,43.06011323,-76.04571888,13154384444,,Yes,Yes,Yes,Yes,,,No,,Private Lot,Yes,Yes,Yes,Yes,Casual,Divey,Average,Full Bar,Yes,Free,Yes,No,Yes,,No,,,,,,,,,,,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,12:00 AM,12:00 PM,11:30 PM,12:00 PM,8:00 PM,4,3,2,1,4
901,Olive's Eatery,Restaurant,American (New),French,Italian,4.5,18,30,11,"25 Syracuse St, Baldwinsville, NY 13027",25 Syracuse St,Baldwinsville,NY,13027,43.15529307,-76.33120537,13156381955,oliveseaterybville.com,Yes,No,Yes,Yes,,,,Lunch,,No,,Yes,Yes,Casual,Intimate,Average,Beer & Wine Only,Yes,No,No,Yes,No,,,,,,,,,,,,,,,11:30 AM,3:00 PM,11:30 AM,3:30 PM,11:30 AM,3:30 PM,11:30 AM,3:30 PM,11:30 AM,3:30 PM,,,12,4,1,1,0
905,Sweet Basil Pizza,Restaurant,Pizza,,,,0,,,"6402 Collamer Rd, East Syracuse, NY 13057",6402 Collamer Rd,East Syracuse,NY,13057,43.098038,-76.077882,13154140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
907,Arby's,Restaurant,Fast Food,Sandwiches,,3,1,10,0,"5886 State Rt 31, Cicero, NY 13039",5886 State Rt 31,Cicero,NY,13039,43.17541871,-76.11269182,13156980654,arbys.com,No,No,Yes,Yes,,,,,,No,,Yes,Yes,Casual,,Average,No,No,,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,0,0,1,0,0
908,Cracker Barrel Old Country Store,Restaurant,Southern,Breakfast & Brunch,American (Traditional),3.136363636,22,30,11,"8400 Pardee Rd, Cicero, NY 13039",8400 Pardee Rd,Cicero,NY,13039,43.1791522,-76.1153694,13156984311,crackerbarrel.com,No,No,Yes,Yes,No,,,"Breakfast, Brunch, Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,No,,,,,,,,,,,,,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,10:00 PM,5,6,3,3,5
909,Antonio's Pizzeria,Restaurant,Pizza,,,,0,,,"102 W Manlius St, East Syracuse, NY 13057",102 W Manlius St,East Syracuse,NY,13057,43.0642369,-76.0713377,13154370119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
910,Traditions At the Links,Restaurant,Restaurants,,,3,2,,,"5900 N Burdick St, East Syracuse, NY 13057",5900 N Burdick St,East Syracuse,NY,13057,43.0548596,-76.0206362,13156565298,traditionsatthelinks.com,No,No,No,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0
912,Sandwich Chief,Restaurant,Delis,Sandwiches,,,0,,,"663 Old Liverpool Rd, Liverpool, NY 13088",663 Old Liverpool Rd,Liverpool,NY,13088,43.093394,-76.195191,13154570901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
913,Canal Walk Cafe,Restaurant,Breakfast & Brunch,,,4.066666667,30,10,0,"23 Syracuse St, Baldwinsville, NY 13027",23 Syracuse St,Baldwinsville,NY,13027,43.155456,-76.331295,13156353619,,No,No,No,Yes,,,,"Breakfast, Brunch",,Yes,,Yes,Yes,Casual,,Average,No,Yes,Free,No,Yes,No,,,,,,,,,Yes,,,,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,2:00 PM,7:00 AM,1:00 PM,7:00 AM,1:00 PM,15,8,2,4,1
914,The Pies Guys,Restaurant,Pizza,,,4,1,,,"447 S Main St, North Syracuse, NY 13212",447 S Main St,North Syracuse,NY,13212,43.1278866,-76.1353034,13152885400,piesguyspizzeria.com,No,No,No,,,No,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,10:00 PM,0,1,0,0,0
915,Thats A Wrap Cafe,Restaurant,Restaurants,,,,0,,,"6402 Collamer Rd, East Syracuse, NY 13057",6402 Collamer Rd,East Syracuse,NY,13057,43.098038,-76.077882,13154377909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
918,J P's Deli,Restaurant,Delis,,,,0,,,"6701 Manlius Center Rd, East Syracuse, NY 13057",6701 Manlius Center Rd,East Syracuse,NY,13057,43.0640494,-76.0562089,13154335050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
919,Veterans of Foreign Wars Post 7290,Restaurant,Restaurants,Bars,Venues & Event Spaces,4,1,10,0,"105 Maxwell Ave, North Syracuse, NY 13212",105 Maxwell Ave,North Syracuse,NY,13212,43.139665,-76.127105,13154587290,vfw.org,,,,,,,,,,,,No,No,Casual,,Loud,,,,Yes,,,,,,No,,"Fri, Sat",Yes,,,Juke Box,,,,,,,,,,,,,,,,,0,1,0,0,0
920,Carrabas,Restaurant,Italian,"Beer, Wine & Spirits",Seafood,2.6,5,30,11,"550 Towne Dr, Fayetteville, NY 13066",550 Towne Dr,Fayetteville,NY,13066,43.0335971,-76.0174148,13156177400,carrabbas.com,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,Casual,,Average,Full Bar,,No,Yes,,,,,,,,,,,,,,,4:00 PM,10:00 PM,4:00 PM,10:00 PM,4:00 PM,10:00 PM,4:00 PM,10:00 PM,4:00 PM,10:30 PM,12:00 PM,10:30 PM,12:00 PM,9:00 PM,1,0,1,2,1
921,Pizza Villa,Restaurant,Pizza,,,2.846153846,13,10,0,"409 Tulip St, Liverpool, NY 13088",409 Tulip St,Liverpool,NY,13088,43.1041031,-76.2081941,13154514200,,No,Yes,Yes,Yes,,,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,,Average,No,No,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,1,4
922,Original Italian Pizza,Restaurant,Pizza,,,2.714285714,7,10,0,"408 Oswego St, Liverpool, NY 13088",408 Oswego St,Liverpool,NY,13088,43.10256222,-76.20364309,13154510099,myoip.com,No,Yes,Yes,Yes,,,No,,Private Lot,No,Yes,Yes,No,Casual,,,No,No,No,Yes,No,,,No,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,,,0,1,4,1,1
